Entry number,Entry ID,Source,Street field,Authoritative locality field(s),Lookup street,Lookup locality,Lookup key,Duplicate lookup reused,Original collector category,Original collector status,Review category,Status,Hydrants pill,Reviewed resolution,Resolution confidence,Approximate vicinity anchor,Anchor key,Query attempted,Matched official address,Method used,Score,Latitude,Longitude,Manual override,Notes / unresolved reason,Secondary evidence,Fallback address when grey
571,CORO EAST & CHERRY-27,CORO EAST & CHERRY,STURT CLOSE,IRON BANK,STURT CLOSE,IRON BANK,STURT CLOSE|IRON BANK,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,ACKLAND HILL ROAD|COROMANDEL VALLEY,"2 ACKLAND HILL ROAD, COROMANDEL VALLEY SA","2 ACKLAND HILL ROAD, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,100,-35.0385029245131,138.63010146559213,No,Directions place Sturt Close as the fourth left from Ackland Hill Road before the golf course.,,
572,BLACKWOOD MAIN-404,BLACKWOOD MAIN,STURTBRAE CRESCENT,BELLEVUE HEIGHTS,STURTBRAE CRESCENT,BELLEVUE HEIGHTS,STURTBRAE CRESCENT|BELLEVUE HEIGHTS,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"STURTBRAE CRESCENT, BELLEVUE HEIGHTS SA","3 STURTBRAE CRESCENT, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",Reviewed street-only,100,-35.019243478413266,138.57868222397047,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
574,BLACKWOOD PARK-47,BLACKWOOD PARK,SUN DEW AVENUE,CRAIGBURN FARM,SUN DEW AVENUE,CRAIGBURN FARM,SUN DEW AVENUE|CRAIGBURN FARM,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"SUN DEW AVENUE, CRAIGBURN FARM SA","3 SUN DEW AVENUE, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.03312131570109,138.6165194540224,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
575,BLACKWOOD MAIN-406,BLACKWOOD MAIN,SUNVALLEY DRIVE,GLENALTA,SUNVALLEY DRIVE,GLENALTA,SUNVALLEY DRIVE|GLENALTA,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"2 SUNVALLEY DRIVE, GLENALTA SA","2 SUN VALLEY DRIVE, GLENALTA, SOUTH AUSTRALIA, 5052",Reviewed No. 2,99.02,-35.00638599970626,138.62928549892368,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for SUN VALLEY DRIVE, GLENALTA.",,
581,BLACKWOOD MAIN-410,BLACKWOOD MAIN,TACOMA BOULEVARD,PASADENA,TACOMA BOULEVARD,PASADENA,TACOMA BOULEVARD|PASADENA,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"TACOMA BOULEVARD, PASADENA SA","3 TACOMA BOULEVARD, PASADENA, SOUTH AUSTRALIA, 5042",Reviewed street-only,100,-35.01111583134947,138.58695538242193,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
587,BLACKWOOD PARK-50,BLACKWOOD PARK,THE FARM LANE,CRAIGBURN FARM,THE FARM LANE,CRAIGBURN FARM,THE FARM LANE|CRAIGBURN FARM,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"2 THE FARM LANE, CRAIGBURN FARM SA","2 THE FARM LANE, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",Reviewed No. 2,100,-35.04101646474096,138.61711003813824,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
588,BLACKWOOD MAIN-415,BLACKWOOD MAIN,THE KNOLL CRESCENT,COROMANDEL VALLEY,THE KNOLL CRESCENT,COROMANDEL VALLEY,THE KNOLL CRESCENT|COROMANDEL VALLEY,Yes,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"THE KNOLL CRESCENT, COROMANDEL VALLEY SA","14 THE KNOLL CRESCENT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.030931707303004,138.6270220675111,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
589,CORO STREETS-96,CORO STREETS,THE KNOLL CRESCENT,COROMANDEL VALLEY,THE KNOLL CRESCENT,COROMANDEL VALLEY,THE KNOLL CRESCENT|COROMANDEL VALLEY,Yes,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"THE KNOLL CRESCENT, COROMANDEL VALLEY SA","14 THE KNOLL CRESCENT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.030931707303004,138.6270220675111,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
592,BLACKWOOD MAIN-418,BLACKWOOD MAIN,THE RIVIERA,PASADENA,THE RIVIERA,PASADENA,THE RIVIERA|PASADENA,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,GULFVIEW ROAD|BLACKWOOD,"2 GULFVIEW ROAD, BLACKWOOD SA","2 GULFVIEW ROAD, BLACKWOOD, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,100,-35.014752726604875,138.6171674955688,No,Directions reach The Riviera from the Gulfview/Grevillea/Gloucester extension; use the official Gulfview Road approach point.,,
593,BLACKWOOD MAIN-419,BLACKWOOD MAIN,THE VALLEY ROAD,BELAIR NATIONAL PARK,THE VALLEY ROAD,BELAIR NATIONAL PARK,THE VALLEY ROAD|BELAIR NATIONAL PARK,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,QUEENS JUBILEE DRIVE|BELAIR NATIONAL PARK,"QUEENS JUBILEE DRIVE, BELAIR NATIONAL PARK SA","LOT 599 QUEENS JUBILEE DRIVE, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed Directions route vicinity anchor,55,-35.0076162646897,138.6497405220847,No,Internal park road leading toward Long Gully; use the reviewed official park-road starting point.,,
595,CORO STREETS-98,CORO STREETS,THOMAS COURT,COROMANDEL VALLEY,THOMAS COURT,COROMANDEL VALLEY,THOMAS COURT|COROMANDEL VALLEY,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"1 THOMAS COURT, COROMANDEL VALLEY SA","1 THOMAS COURT, CHANDLERS HILL, SOUTH AUSTRALIA, 5159",Reviewed No. 1,55,-35.05992422867301,138.61878235177466,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for THOMAS COURT, CHANDLERS HILL.",,
596,CORO EAST & CHERRY-28,CORO EAST & CHERRY,THORLEY ROAD,CLARENDON,THORLEY ROAD,CLARENDON,THORLEY ROAD|CLARENDON,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"THORLEY ROAD, CLARENDON SA","228 THORLEY ROAD, CLARENDON, SOUTH AUSTRALIA, 5157",Reviewed street-only,100,-35.08962331634063,138.660969269417,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
600,BLACKWOOD MAIN-421,BLACKWOOD MAIN,TILLEYS HILL ROAD,BROWNHILL CREEK · MITCHAM,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,JAMES ROAD|BELAIR,"2 JAMES ROAD, BELAIR SA","2 JAMES ROAD, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed Directions route vicinity anchor,100,-34.99664545319125,138.6307084152919,No,The Directions entry spans multiple locality fields. A reviewed official approach point (JAMES ROAD|BELAIR) was selected without merging it with other same-name street records.,,
601,BLACKWOOD MAIN-422,BLACKWOOD MAIN,TIPARRA STREET,EDEN HILLS,TIPARRA STREET,EDEN HILLS,TIPARRA STREET|EDEN HILLS,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"TIPARRA STREET, EDEN HILLS SA","1A TIPARRA STREET, EDEN HILLS, SOUTH AUSTRALIA, 5050",Reviewed street-only,100,-35.02758298863426,138.59771575385753,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
609,CORO STREETS-101,CORO STREETS,TURNERS AVENUE,COROMANDEL VALLEY,TURNERS AVENUE,COROMANDEL VALLEY,TURNERS AVENUE|COROMANDEL VALLEY,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"TURNERS AVENUE, COROMANDEL VALLEY SA","14 TURNERS AVENUE, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.03085628330749,138.62742498107204,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
613,BLACKWOOD MAIN-432,BLACKWOOD MAIN,UPPER STURT ROAD,GLENALTA,UPPER STURT ROAD,GLENALTA,UPPER STURT ROAD|GLENALTA,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"UPPER STURT ROAD, GLENALTA SA","70 UPPER STURT ROAD, GLENALTA, SOUTH AUSTRALIA, 5052",Reviewed street-only,100,-35.00628833986301,138.6326722853638,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
614,BLACKWOOD MAIN-433,BLACKWOOD MAIN,UPPER STURT ROAD HAWTHORNDENE,,UPPER STURT ROAD,HAWTHORNDENE,UPPER STURT ROAD|HAWTHORNDENE,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,RANKEYS HILL ROAD|HAWTHORNDENE,"1 RANKEYS HILL ROAD, HAWTHORNDENE SA","1 RANKEYS HILL ROAD, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,100,-35.01678045803144,138.6385845304462,No,The explicit 192 Upper Sturt Road lookup did not return an exact official candidate; Rankeys Hill Road is the final confirmed approach in the Directions entry and is close to the requested section.,,
620,BLACKWOOD PARK-53,BLACKWOOD PARK,VERDELHO AVENUE,CRAIGBURN FARM,VERDELHO AVENUE,CRAIGBURN FARM,VERDELHO AVENUE|CRAIGBURN FARM,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"1 VERDELHO AVENUE, CRAIGBURN FARM SA","1 VERDELHO STREET, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",Reviewed No. 1,89.24,-35.03411356817037,138.61519633213882,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for VERDELHO STREET, CRAIGBURN FARM.",,
622,CORO EAST & CHERRY-29,CORO EAST & CHERRY,VICKS ROAD,CHERRY GARDENS · IRON BANK,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,CHERRY GARDENS ROAD|CHERRY GARDENS,"CHERRY GARDENS ROAD, CHERRY GARDENS SA","11 CHERRY GARDENS ROAD, CHERRY GARDENS, SOUTH AUSTRALIA, 5157",Reviewed Directions route vicinity anchor,100,-35.07102578695614,138.62775175909036,No,The Directions entry spans multiple locality fields. A reviewed official approach point (CHERRY GARDENS ROAD|CHERRY GARDENS) was selected without merging it with other same-name street records.,,
624,BLACKWOOD MAIN-439,BLACKWOOD MAIN,VINE STREET,HAWTHORNDENE,VINE STREET,HAWTHORNDENE,VINE STREET|HAWTHORNDENE,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,HAWTHORNDENE DRIVE|HAWTHORNDENE,"HAWTHORNDENE DRIVE, HAWTHORNDENE SA","8 HAWTHORNDENE DRIVE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",Reviewed Directions route vicinity anchor,100,-35.01740448486227,138.6215732174955,No,Directions place Vine Street as the second right from Hawthorndene Drive.,,
626,BLACKWOOD MAIN-441,BLACKWOOD MAIN,WAITE STREET,BLACKWOOD,WAITE STREET,BLACKWOOD,WAITE STREET|BLACKWOOD,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"WAITE STREET, BLACKWOOD SA","17A WAITE STREET, BLACKWOOD, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.019140126192994,138.6139326244404,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
631,BLACKWOOD MAIN-444,BLACKWOOD MAIN,WATAHAUNA AVENUE,HAWTHORNDENE,WATAHAUNA AVENUE,HAWTHORNDENE,WATAHAUNA AVENUE|HAWTHORNDENE,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"WATAHAUNA AVENUE, HAWTHORNDENE SA","LOT 2 WATAHUNA AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",Reviewed street-only,98.21,-35.02028215933262,138.6232672333193,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for WATAHUNA AVENUE, HAWTHORNDENE.",,
642,CORO EAST & CHERRY-31,CORO EAST & CHERRY,WEYMOUTH ROAD,CHERRY GARDENS,WEYMOUTH ROAD,CHERRY GARDENS,WEYMOUTH ROAD|CHERRY GARDENS,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"WEYMOUTH ROAD, CHERRY GARDENS SA","206 WEYMOUTH ROAD, CHERRY GARDENS, SOUTH AUSTRALIA, 5157",Reviewed street-only,100,-35.06110984407421,138.65010341111972,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
643,CORO EAST & CHERRY-30,CORO EAST & CHERRY,WEYMOUTH ROAD,CORO EAST,WEYMOUTH ROAD,CORO EAST,WEYMOUTH ROAD|CORO EAST,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"WEYMOUTH ROAD, CORO EAST SA","LOT 2 WEYMOUTH ROAD, COROMANDEL EAST, SOUTH AUSTRALIA, 5157",Reviewed street-only,100,-35.05836594046381,138.6317664858705,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for WEYMOUTH ROAD, COROMANDEL EAST.",,
644,CORO EAST & CHERRY-32,CORO EAST & CHERRY,WILDHEATH ROAD,CORO EAST,WILDHEATH ROAD,CORO EAST,WILDHEATH ROAD|CORO EAST,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"WILDHEATH ROAD, CORO EAST SA","10 WILDHEATH RISE, COROMANDEL EAST, SOUTH AUSTRALIA, 5157",Reviewed street-only,82.07,-35.03857888216895,138.63170636013822,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for WILDHEATH RISE, COROMANDEL EAST.",,
645,CORO STREETS-105,CORO STREETS,WILDHEATH ROAD,Formerly PRIVATE ROAD · COROMANDEL VALLEY,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,WILDHEATH ROAD|CORO EAST,"WILDHEATH ROAD, CORO EAST SA","10 WILDHEATH RISE, COROMANDEL EAST, SOUTH AUSTRALIA, 5157",Reviewed Directions route vicinity anchor,82.07,-35.03857888216895,138.63170636013822,No,The Directions entry spans multiple locality fields. A reviewed official approach point (WILDHEATH ROAD|CORO EAST) was selected without merging it with other same-name street records.,,
646,BLACKWOOD PARK-58,BLACKWOOD PARK,WILLIAM RUFUS PLACE,CRAIGBURN FARM,WILLIAM RUFUS PLACE,CRAIGBURN FARM,WILLIAM RUFUS PLACE|CRAIGBURN FARM,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"WILLIAM RUFUS PLACE, CRAIGBURN FARM SA","3 WILLIAM RUFUS PLACE, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.04498333997672,138.61178179536074,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
652,BLACKWOOD MAIN-456,BLACKWOOD MAIN,WILPENA COURT,EDEN HILLS,WILPENA COURT,EDEN HILLS,WILPENA COURT|EDEN HILLS,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"1 WILPENA COURT, EDEN HILLS SA","1 WILPENA CLOSE, EDEN HILLS, SOUTH AUSTRALIA, 5050",Reviewed No. 1,89.24,-35.0218297743349,138.6063274308549,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for WILPENA CLOSE, EDEN HILLS.",,
655,BLACKWOOD MAIN-458,BLACKWOOD MAIN,WINDARA COURT,BELAIR,WINDARA COURT,BELAIR,WINDARA COURT|BELAIR,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"1 WINDARA COURT, BELAIR SA","1 WINDARRA COURT, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed No. 1,98.8,-35.00849395807144,138.60591170944565,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for WINDARRA COURT, BELAIR.",,
657,BLACKWOOD MAIN-460,BLACKWOOD MAIN,WINNS ROAD,COROMANDEL VALLEY,WINNS ROAD,COROMANDEL VALLEY,WINNS ROAD|COROMANDEL VALLEY,Yes,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"WINNS ROAD, COROMANDEL VALLEY SA","14 WINNS ROAD, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.03160127314998,138.62152198610232,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
658,CORO STREETS-106,CORO STREETS,WINNS ROAD,COROMANDEL VALLEY,WINNS ROAD,COROMANDEL VALLEY,WINNS ROAD|COROMANDEL VALLEY,Yes,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"WINNS ROAD, COROMANDEL VALLEY SA","14 WINNS ROAD, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.03160127314998,138.62152198610232,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
661,BLACKWOOD MAIN-463,BLACKWOOD MAIN,WONNA STREET,EDEN HILLS,WONNA STREET,EDEN HILLS,WONNA STREET|EDEN HILLS,No,Failed,Failed,Reviewed vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,WILPENA STREET|EDEN HILLS,"1 WILPENA STREET, EDEN HILLS SA","1 WILPENA STREET, EDEN HILLS, SOUTH AUSTRALIA, 5050",Reviewed Directions route vicinity anchor,100,-35.02198578104262,138.60785690140546,No,Directions place Wonna Street directly from Wilpena Street after Kooringa Street.,,
664,CORO EAST & CHERRY-33,CORO EAST & CHERRY,WOODCUTTERS ROAD,CORO EAST,WOODCUTTERS ROAD,CORO EAST,WOODCUTTERS ROAD|CORO EAST,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"WOODCUTTERS ROAD, CORO EAST SA","3 WOODCUTTERS ROAD, COROMANDEL EAST, SOUTH AUSTRALIA, 5157",Reviewed street-only,100,-35.04582172037968,138.66590527184047,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for WOODCUTTERS ROAD, COROMANDEL EAST.",,
665,BLACKWOOD PARK-60,BLACKWOOD PARK,WOODLAKE DRIVE,CRAIGBURN FARM,WOODLAKE DRIVE,CRAIGBURN FARM,WOODLAKE DRIVE|CRAIGBURN FARM,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"WOODLAKE DRIVE, CRAIGBURN FARM SA","6 WOODLAKE DRIVE, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.03653300629064,138.61459382960862,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
