Entry number,Entry ID,Source,Street field,Authoritative locality field(s),Lookup street,Lookup locality,Lookup key,Duplicate lookup reused,Original collector category,Original collector status,Review category,Status,Hydrants pill,Reviewed resolution,Resolution confidence,Approximate vicinity anchor,Anchor key,Query attempted,Matched official address,Method used,Score,Latitude,Longitude,Manual override,Notes / unresolved reason,Secondary evidence,Fallback address when grey
59,BLACKWOOD MAIN-43,BLACKWOOD MAIN,BEALE AVENUE,GLENALTA,BEALE AVENUE,GLENALTA,BEALE AVENUE|GLENALTA,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"BEALE AVENUE, GLENALTA SA","LOT 1 BEALE AVENUE, GLENALTA, SOUTH AUSTRALIA, 5052",Reviewed street-only,100,-35.01579425371274,138.62603319489065,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
60,BLACKWOOD MAIN-44,BLACKWOOD MAIN,BELAIR ROAD,BELAIR · LYNTON,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,UPPER STURT ROAD|BELAIR,"2 UPPER STURT ROAD, BELAIR SA","2 UPPER STURT ROAD, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed Directions route vicinity anchor,100,-34.998930586791175,138.63197212299033,No,The Directions entry spans multiple locality fields. A reviewed official approach point (UPPER STURT ROAD|BELAIR) was selected without merging it with other same-name street records.,,
61,BLACKWOOD MAIN-45,BLACKWOOD MAIN,BELLEVUE DRIVE,BELLEVUE HEIGHTS,BELLEVUE DRIVE,BELLEVUE HEIGHTS,BELLEVUE DRIVE|BELLEVUE HEIGHTS,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"BELLEVUE DRIVE, BELLEVUE HEIGHTS SA","LOT 1 BELLEVUE DRIVE, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",Reviewed street-only,100,-35.01805092542758,138.57675197450035,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
62,CORO EAST & CHERRY-3,CORO EAST & CHERRY,BEN LOMAN ROAD,COROMANDEL EAST,BEN LOMAN ROAD,COROMANDEL EAST,BEN LOMAN ROAD|COROMANDEL EAST,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"BEN LOMAN ROAD, COROMANDEL EAST SA","46 BEN LOMAN ROAD, COROMANDEL EAST, SOUTH AUSTRALIA, 5157",Reviewed street-only,100,-35.052533744433326,138.63371470190557,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
63,CORO STREETS-11,CORO STREETS,BEN LOMMAN ROAD,COROMANDEL VALLEY EAST,BEN LOMMAN ROAD,COROMANDEL VALLEY EAST,BEN LOMMAN ROAD|COROMANDEL VALLEY EAST,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"BEN LOMMAN ROAD, COROMANDEL VALLEY EAST SA","26 BEN LOMAN ROAD, COROMANDEL EAST, SOUTH AUSTRALIA, 5157",Reviewed street-only,98.37,-35.051378369785056,138.63626951186689,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for BEN LOMAN ROAD, COROMANDEL EAST.",,
64,BLACKWOOD MAIN-46,BLACKWOOD MAIN,BENARA STREET,EDEN HILLS,BENARA STREET,EDEN HILLS,BENARA STREET|EDEN HILLS,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 BENARA STREET, EDEN HILLS SA","1 BENARA STREET, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.0252870039406,138.6028392489491,No,,,
65,BLACKWOOD MAIN-47,BLACKWOOD MAIN,BENS PLACE,BLACKWOOD,BENS PLACE,BLACKWOOD,BENS PLACE|BLACKWOOD,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 BENS PLACE, BLACKWOOD SA","1 BENS PLACE, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.01695336398343,138.6108843565462,No,,,
66,BLACKWOOD MAIN-48,BLACKWOOD MAIN,BERMUDA WAY,GLENALTA,BERMUDA WAY,GLENALTA,BERMUDA WAY|GLENALTA,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"BERMUDA WAY, GLENALTA SA","17 BERMUDA WAY, GLENALTA, SOUTH AUSTRALIA, 5052",Reviewed street-only,100,-35.00976851686358,138.63016817313533,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
67,BLACKWOOD MAIN-49,BLACKWOOD MAIN,BEVERLEY CRESCENT,BELAIR,BEVERLEY CRESCENT,BELAIR,BEVERLEY CRESCENT|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 BEVERLEY CRESCENT, BELAIR SA","1 BEVERLEY CRESCENT, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-34.99656789455436,138.62472305874215,No,,,
68,BLACKWOOD MAIN-50,BLACKWOOD MAIN,BILINGA WAY,BELAIR,BILINGA WAY,BELAIR,BILINGA WAY|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 BILINGA WAY, BELAIR SA","2 BILINGA WAY, BELAIR, SOUTH AUSTRALIA, 5052",No. 2,100,-35.00635753782115,138.6194403549808,No,,,
69,BLACKWOOD MAIN-51,BLACKWOOD MAIN,BIRCH AVENUE,HAWTHORNDENE,BIRCH AVENUE,HAWTHORNDENE,BIRCH AVENUE|HAWTHORNDENE,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 BIRCH AVENUE, HAWTHORNDENE SA","2 BIRCH AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 2,100,-35.018225432360595,138.61901698443995,No,,,
70,BLACKWOOD MAIN-52,BLACKWOOD MAIN,BIRKSGATE DRIVE,URRBRAE,BIRKSGATE DRIVE,URRBRAE,BIRKSGATE DRIVE|URRBRAE,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 BIRKSGATE DRIVE, URRBRAE SA","1 BIRKSGATE DRIVE, URRBRAE, SOUTH AUSTRALIA, 5064",No. 1,100,-34.965602964546925,138.64081398548345,No,,,
71,CORO STREETS-12,CORO STREETS,BLACK ROAD,ABERFOYLE PARK · FLAGSTAFF HILL,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,GLENDALE AVENUE|FLAGSTAFF HILL,"2 GLENDALE AVENUE, FLAGSTAFF HILL SA","2 GLENDALE AVENUE, FLAGSTAFF HILL, SOUTH AUSTRALIA, 5159",Reviewed Directions route vicinity anchor,100,-35.05750496843955,138.6146694314909,No,The Directions entry spans multiple locality fields. A reviewed official approach point (GLENDALE AVENUE|FLAGSTAFF HILL) was selected without merging it with other same-name street records.,,
72,BLACKWOOD MAIN-53,BLACKWOOD MAIN,BLACKTHORNE AVENUE,HAWTHORNDENE,BLACKTHORNE AVENUE,HAWTHORNDENE,BLACKTHORNE AVENUE|HAWTHORNDENE,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"1 BLACKTHORNE AVENUE, HAWTHORNDENE SA","1 BLACKTHORN AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",Reviewed No. 1,99.1,-35.018316154619356,138.62450906094355,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for BLACKTHORN AVENUE, HAWTHORNDENE.",,
73,BLACKWOOD PARK-5,BLACKWOOD PARK,BLACKWOOD PARK BOULEVARD,CRAIGBURN FARM,BLACKWOOD PARK BOULEVARD,CRAIGBURN FARM,BLACKWOOD PARK BOULEVARD|CRAIGBURN FARM,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 BLACKWOOD PARK BOULEVARD, CRAIGBURN FARM SA","2 BLACKWOOD PARK BOULEVARD, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 2,100,-35.04143965739503,138.61382571448448,No,,,
74,BLACKWOOD PARK-6,BLACKWOOD PARK,BLUE BELL COURT,CRAIGBURN FARM,BLUE BELL COURT,CRAIGBURN FARM,BLUE BELL COURT|CRAIGBURN FARM,No,Failed,Failed,Secondary-assisted official correction,Reviewed resolution,Active,Yes,High,No,,"1 BLUE BELL COURT, CRAIGBURN FARM SA","1 BLUEBELL COURT, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",Reviewed No. 1,98.92,-35.03414469835719,138.61778031553234,No,"Reviewed spelling, street type or adjoining official locality; selected the lowest numbered matching official SAGAF_PLUS candidate for BLUEBELL COURT, CRAIGBURN FARM.",,
75,BLACKWOOD MAIN-54,BLACKWOOD MAIN,BLYTHEWOOD ROAD,MITCHAM,BLYTHEWOOD ROAD,MITCHAM,BLYTHEWOOD ROAD|MITCHAM,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"BLYTHEWOOD ROAD, MITCHAM SA","LOT 10 BLYTHEWOOD ROAD, MITCHAM, SOUTH AUSTRALIA, 5062",Reviewed street-only,100,-34.98288021823634,138.6225507053619,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
76,CORO EAST & CHERRY-4,CORO EAST & CHERRY,BOKO ROAD,CHERRY GARDENS,BOKO ROAD,CHERRY GARDENS,BOKO ROAD|CHERRY GARDENS,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"BOKO ROAD, CHERRY GARDENS SA","6 BOKO ROAD, CHERRY GARDENS, SOUTH AUSTRALIA, 5157",Reviewed street-only,100,-35.06862057977845,138.62920313734367,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
77,BLACKWOOD MAIN-55,BLACKWOOD MAIN,BOND ROAD,BELAIR,BOND ROAD,BELAIR,BOND ROAD|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 BOND ROAD, BELAIR SA","1 BOND ROAD, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-34.995602680875905,138.62093851745777,No,,,
78,BLACKWOOD MAIN-56,BLACKWOOD MAIN,BONVIEW AVENUE,PANORAMA,BONVIEW AVENUE,PANORAMA,BONVIEW AVENUE|PANORAMA,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 BONVIEW AVENUE, PANORAMA SA","2 BONVIEW AVENUE, PANORAMA, SOUTH AUSTRALIA, 5041",No. 2,100,-34.99957542637547,138.59803577217812,No,,,
79,BLACKWOOD PARK-7,BLACKWOOD PARK,BONYTHON WAY,CRAIGBURN FARM,BONYTHON WAY,CRAIGBURN FARM,BONYTHON WAY|CRAIGBURN FARM,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"BONYTHON WAY, CRAIGBURN FARM SA","50 BONYTHON WAY, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",Reviewed street-only,100,-35.03604488496117,138.60507261749555,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
80,BLACKWOOD MAIN-57,BLACKWOOD MAIN,BORONIA AVENUE,COROMANDEL VALLEY,BORONIA AVENUE,COROMANDEL VALLEY,BORONIA AVENUE|COROMANDEL VALLEY,Yes,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 BORONIA AVENUE, COROMANDEL VALLEY SA","1 BORONIA AVENUE, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.0384349717624,138.62090952191232,No,,,
81,CORO STREETS-13,CORO STREETS,BORONIA AVENUE,COROMANDEL VALLEY,BORONIA AVENUE,COROMANDEL VALLEY,BORONIA AVENUE|COROMANDEL VALLEY,Yes,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 BORONIA AVENUE, COROMANDEL VALLEY SA","1 BORONIA AVENUE, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.0384349717624,138.62090952191232,No,,,
82,BLACKWOOD MAIN-58,BLACKWOOD MAIN,BOWMAN AVENUE,BELAIR,BOWMAN AVENUE,BELAIR,BOWMAN AVENUE|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 BOWMAN AVENUE, BELAIR SA","1 BOWMAN AVENUE, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-35.003594778211884,138.6173743778961,No,,,
83,CORO STREETS-14,CORO STREETS,BRABHAM GROVE,ABERFOYLE PARK,BRABHAM GROVE,ABERFOYLE PARK,BRABHAM GROVE|ABERFOYLE PARK,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 BRABHAM GROVE, ABERFOYLE PARK SA","2 BRABHAM GROVE, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",No. 2,100,-35.058805854475395,138.61637074067278,No,,,
84,BLACKWOOD MAIN-59,BLACKWOOD MAIN,BRACKEN AVENUE,BLACKWOOD,BRACKEN AVENUE,BLACKWOOD,BRACKEN AVENUE|BLACKWOOD,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 BRACKEN AVENUE, BLACKWOOD SA","1 BRACKEN AVENUE, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.01630283202213,138.6132945445538,No,,,
85,BLACKWOOD MAIN-60,BLACKWOOD MAIN,BRAEMAR ROAD,TORRENS PARK,BRAEMAR ROAD,TORRENS PARK,BRAEMAR ROAD|TORRENS PARK,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 BRAEMAR ROAD, TORRENS PARK SA","1 BRAEMAR ROAD, TORRENS PARK, SOUTH AUSTRALIA, 5062",No. 1,100,-34.984084689636404,138.61445401059808,No,,,
86,CORO STREETS-15,CORO STREETS,BRANDEN PLACE,COROMANDEL VALLEY,BRANDEN PLACE,COROMANDEL VALLEY,BRANDEN PLACE|COROMANDEL VALLEY,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 BRANDEN PLACE, COROMANDEL VALLEY SA","1 BRANDEN PLACE, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.05607511448686,138.61934571921284,No,,,
87,CORO EAST & CHERRY-5,CORO EAST & CHERRY,BRANDWOOD DRIVE,CHERRY GARDENS,BRANDWOOD DRIVE,CHERRY GARDENS,BRANDWOOD DRIVE|CHERRY GARDENS,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"BRANDWOOD DRIVE, CHERRY GARDENS SA","27 BRANDWOOD DRIVE, CHERRY GARDENS, SOUTH AUSTRALIA, 5157",Reviewed street-only,100,-35.052744718156625,138.6713237032164,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
88,BLACKWOOD MAIN-61,BLACKWOOD MAIN,BRIAR GROVE,BELAIR,BRIAR GROVE,BELAIR,BRIAR GROVE|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 BRIAR GROVE, BELAIR SA","2 BRIAR GROVE, BELAIR, SOUTH AUSTRALIA, 5052",No. 2,100,-35.000261713579945,138.61770489153685,No,,,
89,BLACKWOOD MAIN-62,BLACKWOOD MAIN,BRIAR ROAD,HAWTHORNDENE,BRIAR ROAD,HAWTHORNDENE,BRIAR ROAD|HAWTHORNDENE,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 BRIAR ROAD, HAWTHORNDENE SA","2 BRIAR ROAD, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 2,100,-35.01872902984009,138.62900995229856,No,,,
90,BLACKWOOD MAIN-63,BLACKWOOD MAIN,BRIGALOW AVENUE,BLACKWOOD,BRIGALOW AVENUE,BLACKWOOD,BRIGALOW AVENUE|BLACKWOOD,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 BRIGALOW AVENUE, BLACKWOOD SA","2 BRIGALOW AVENUE, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 2,100,-35.02396886288693,138.61781037839847,No,,,
91,BLACKWOOD PARK-8,BLACKWOOD PARK,BRIGHT PLACE,CRAIGBURN FARM,BRIGHT PLACE,CRAIGBURN FARM,BRIGHT PLACE|CRAIGBURN FARM,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 BRIGHT PLACE, CRAIGBURN FARM SA","1 BRIGHT PLACE, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.035527945973044,138.60857503034387,No,,,
92,BLACKWOOD MAIN-64,BLACKWOOD MAIN,BRIGHTON PARADE,BLACKWOOD,BRIGHTON PARADE,BLACKWOOD,BRIGHTON PARADE|BLACKWOOD,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 BRIGHTON PARADE, BLACKWOOD SA","1 BRIGHTON PARADE, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.02179224022392,138.61498873826437,No,,,
93,BLACKWOOD MAIN-65,BLACKWOOD MAIN,BRIGHTVIEW AVENUE,BLACKWOOD,BRIGHTVIEW AVENUE,BLACKWOOD,BRIGHTVIEW AVENUE|BLACKWOOD,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 BRIGHTVIEW AVENUE, BLACKWOOD SA","1 BRIGHTVIEW AVENUE, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.0081501029221,138.62002773713456,No,,,
94,BLACKWOOD MAIN-66,BLACKWOOD MAIN,BROLGA AVENUE,GLENALTA,BROLGA AVENUE,GLENALTA,BROLGA AVENUE|GLENALTA,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 BROLGA AVENUE, GLENALTA SA","2 BROLGA AVENUE, GLENALTA, SOUTH AUSTRALIA, 5052",No. 2,100,-35.011024219656825,138.63272814181332,No,,,
95,BLACKWOOD PARK-9,BLACKWOOD PARK,BROOKMAN CRESCENT,CRAIGBURN FARM,BROOKMAN CRESCENT,CRAIGBURN FARM,BROOKMAN CRESCENT|CRAIGBURN FARM,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 BROOKMAN CRESCENT, CRAIGBURN FARM SA","2 BROOKMAN CRESCENT, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 2,100,-35.03496600162911,138.60935968893872,No,,,
96,BLACKWOOD MAIN-67,BLACKWOOD MAIN,BROWNHILL CREEK ROAD,BROWNHILL CREEK · MITCHAM,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,JAMES ROAD|BELAIR,"2 JAMES ROAD, BELAIR SA","2 JAMES ROAD, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed Directions route vicinity anchor,100,-34.99664545319125,138.6307084152919,No,The Directions entry spans multiple locality fields. A reviewed official approach point (JAMES ROAD|BELAIR) was selected without merging it with other same-name street records.,,
97,CORO EAST & CHERRY-6,CORO EAST & CHERRY,BRUMBY STREET,CHERRY GARDENS,BRUMBY STREET,CHERRY GARDENS,BRUMBY STREET|CHERRY GARDENS,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"BRUMBY STREET, CHERRY GARDENS SA","4 BRUMBY STREET, CHERRY GARDENS, SOUTH AUSTRALIA, 5157",Reviewed street-only,100,-35.07143190247916,138.63779240060651,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
98,CORO STREETS-16,CORO STREETS,BUCKLEY CRESCENT,COROMANDEL VALLEY,BUCKLEY CRESCENT,COROMANDEL VALLEY,BUCKLEY CRESCENT|COROMANDEL VALLEY,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 BUCKLEY CRESCENT, COROMANDEL VALLEY SA","1 BUCKLEY CRESCENT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.04731223372499,138.62643166128206,No,,,
99,BLACKWOOD MAIN-68,BLACKWOOD MAIN,BURFIELD STREET,BLACKWOOD,BURFIELD STREET,BLACKWOOD,BURFIELD STREET|BLACKWOOD,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 BURFIELD STREET, BLACKWOOD SA","1 BURFIELD STREET, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.01384354726274,138.6217518158245,No,,,
100,BLACKWOOD MAIN-69,BLACKWOOD MAIN,BURNELL DRIVE,BELAIR,BURNELL DRIVE,BELAIR,BURNELL DRIVE|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 BURNELL DRIVE, BELAIR SA","2 BURNELL DRIVE, BELAIR, SOUTH AUSTRALIA, 5052",No. 2,100,-34.9972749945123,138.6229891962792,No,,,
101,BLACKWOOD MAIN-70,BLACKWOOD MAIN,BUSHLAND DRIVE,BELLEVUE HEIGHTS,BUSHLAND DRIVE,BELLEVUE HEIGHTS,BUSHLAND DRIVE|BELLEVUE HEIGHTS,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 BUSHLAND DRIVE, BELLEVUE HEIGHTS SA","1 BUSHLAND DRIVE, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.032388066386204,138.59094591659974,No,,,
102,BLACKWOOD MAIN-71,BLACKWOOD MAIN,BYRNE STREET,GLENALTA,BYRNE STREET,GLENALTA,BYRNE STREET|GLENALTA,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 BYRNE STREET, GLENALTA SA","1 BYRNE STREET, GLENALTA, SOUTH AUSTRALIA, 5052",No. 1,100,-35.00753550409073,138.62563348329178,No,,,
103,BLACKWOOD MAIN-72,BLACKWOOD MAIN,CALIFORNIAN CRESCENT,GLENALTA,CALIFORNIAN CRESCENT,GLENALTA,CALIFORNIAN CRESCENT|GLENALTA,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 CALIFORNIAN CRESCENT, GLENALTA SA","1 CALIFORNIAN CRESCENT, GLENALTA, SOUTH AUSTRALIA, 5052",No. 1,100,-35.01068072028103,138.63270021358855,No,,,
104,CORO STREETS-17,CORO STREETS,CARNATION CLOSE,COROMANDEL VALLEY,CARNATION CLOSE,COROMANDEL VALLEY,CARNATION CLOSE|COROMANDEL VALLEY,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 CARNATION CLOSE, COROMANDEL VALLEY SA","2 CARNATION CLOSE, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 2,100,-35.03966612617975,138.62745077465541,No,,,
105,BLACKWOOD MAIN-73,BLACKWOOD MAIN,CAROLINE AVENUE,BELAIR,CAROLINE AVENUE,BELAIR,CAROLINE AVENUE|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 CAROLINE AVENUE, BELAIR SA","1 CAROLINE AVENUE, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-35.00477736953779,138.6128982128038,No,,,
106,BLACKWOOD MAIN-74,BLACKWOOD MAIN,CARR STREET,BLACKWOOD,CARR STREET,BLACKWOOD,CARR STREET|BLACKWOOD,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"2 CARR STREET, BLACKWOOD SA","2 CARR STREET, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 2,100,-35.01852908509726,138.6169700412409,No,,,
107,BLACKWOOD PARK-11,BLACKWOOD PARK,CARRAWAY COURT,CRAIGBURN FARM,CARRAWAY COURT,CRAIGBURN FARM,CARRAWAY COURT|CRAIGBURN FARM,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 CARRAWAY COURT, CRAIGBURN FARM SA","1 CARRAWAY COURT, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.040304028179555,138.61606940046428,No,,,
108,BLACKWOOD MAIN-75,BLACKWOOD MAIN,CARRICK HILL DRIVE,MITCHAM,CARRICK HILL DRIVE,MITCHAM,CARRICK HILL DRIVE|MITCHAM,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 CARRICK HILL DRIVE, MITCHAM SA","1 CARRICK HILL DRIVE, MITCHAM, SOUTH AUSTRALIA, 5062",No. 1,100,-34.97757563440089,138.62716099708774,No,,,
109,BLACKWOOD MAIN-76,BLACKWOOD MAIN,CASSIA STREET,BLACKWOOD,CASSIA STREET,BLACKWOOD,CASSIA STREET|BLACKWOOD,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 CASSIA STREET, BLACKWOOD SA","1 CASSIA STREET, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.02865244396686,138.60976580446174,No,,,
110,BLACKWOOD MAIN-77,BLACKWOOD MAIN,CEDAR AVENUE,BLACKWOOD,CEDAR AVENUE,BLACKWOOD,CEDAR AVENUE|BLACKWOOD,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 CEDAR AVENUE, BLACKWOOD SA","1 CEDAR AVENUE, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.01012286733308,138.6190940094165,No,,,
111,BLACKWOOD MAIN-78,BLACKWOOD MAIN,CENTRE WAY,BELAIR,CENTRE WAY,BELAIR,CENTRE WAY|BELAIR,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 CENTRE WAY, BELAIR SA","1 CENTRE WAY, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-34.99610094175192,138.61983864348542,No,,,
112,BLACKWOOD MAIN-79,BLACKWOOD MAIN,CEZANNE COURT,BELAIR · TORRENS PARK,,,,No,Ambiguous,Ambiguous authoritative locality fields,Reviewed multi-locality vicinity anchor,Reviewed resolution,Active,Yes,Moderate,Yes,UPPER STURT ROAD|BELAIR,"2 UPPER STURT ROAD, BELAIR SA","2 UPPER STURT ROAD, BELAIR, SOUTH AUSTRALIA, 5052",Reviewed Directions route vicinity anchor,100,-34.998930586791175,138.63197212299033,No,The Directions entry spans multiple locality fields. A reviewed official approach point (UPPER STURT ROAD|BELAIR) was selected without merging it with other same-name street records.,,
113,BLACKWOOD PARK-10,BLACKWOOD PARK,CHAMPION WAY,CRAIGBURN FARM,CHAMPION WAY,CRAIGBURN FARM,CHAMPION WAY|CRAIGBURN FARM,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 CHAMPION WAY, CRAIGBURN FARM SA","1 CHAMPION WAY, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.046556748562395,138.60886872142075,No,,,
114,BLACKWOOD MAIN-80,BLACKWOOD MAIN,CHANCERY LANE,HAWTHORNDENE,CHANCERY LANE,HAWTHORNDENE,CHANCERY LANE|HAWTHORNDENE,No,Accepted,Accepted,Accepted,Accepted,Active,No,,No,,"1 CHANCERY LANE, HAWTHORNDENE SA","1 CHANCERY LANE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.022540076254934,138.63068653521773,No,,,
115,BLACKWOOD MAIN-81,BLACKWOOD MAIN,CHAPMAN STREET,BLACKWOOD,CHAPMAN STREET,BLACKWOOD,CHAPMAN STREET|BLACKWOOD,No,Ambiguous,Ambiguous,Official candidate salvage,Reviewed resolution,Active,Yes,High,No,,"1 CHAPMAN STREET, BLACKWOOD SA","1 CHAPMAN STREET, BLACKWOOD, SOUTH AUSTRALIA, 5051",Reviewed No. 1,100,-35.01702451869617,138.615850243949,No,Lowest valid numbered address returned by the official SAGAF_PLUS street-only search; exact street and locality were already validated by the collector.,,
